30,36,29,23,31,27,37,48,27,40,41,37,35,34,37,45,33,38,29,41,39,34,25,23,37,33,36,39,37,36,33,35,41,44,35,35,37,33,38,30,34,30,44,31,27,35,31,28,35,33,24,30,37,37,22,37,28,46,32,34,26,28,39,43,32,35,35,39,32,34,42,41,34,29,25,28,34,37,29,31,38,25,43,42,42,38,35,36,32,39,38,40,34,28,34,40,31,22,33,31,34,39,32,41,34,32,42,36,30,33,34,24,39,28,41,37,26,24,35,29,44,36,45,33,25,31,39,41,32,20,37,20,27,34,26,22,29,28,39,27,33,41,30,24,34,31,39,38,30,30,33,26,29,29,31,27,22,35,30,22,27,42,27,30,28,28,38,37,42,24,39,31,20,25,31,28,34,36,32,38,28,39,30,35,32,28,31,30,32,42,26,36,32,37,32,21,38,100
30,36,29,23,31,27,37,48,27,40,41,37,35,34,37,45,33,38,29,41,39,34,25,23,37,33,36,39,37,36,33,35,40,44,35,35,37,33,38,30,34,30,44,31,27,35,31,28,35,33,24,30,37,37,22,37,28,45,32,34,26,28,39,43,32,35,35,39,32,34,42,41,34,29,25,28,34,37,29,31,38,25,43,42,42,38,35,36,32,0,38,40,34,28,34,38,31,21,33,31,34,39,32,41,34,32,42,36,30,33,34,24,39,28,41,37,26,24,35,29,44,35,45,33,25,31,39,41,32,20,36,20,27,34,26,22,29,28,39,27,33,41,30,24,34,31,39,38,29,30,33,26,29,29,31,27,22,35,30,22,27,42,27,30,28,28,37,37,42,24,39,31,20,25,31,28,34,36,32,38,28,39,30,35,32,28,31,30,32,42,26,36,32,37,32,21,38,100
30,36,29,23,31,27,37,48,27,40,41,37,35,34,0,45,4,2,29,41,39,34,25,23,37,33,36,39,36,2,33,35,40,44,35,35,37,33,38,30,34,30,44,31,27,35,31,28,35,33,24,30,37,37,22,37,28,45,32,34,0,28,39,43,32,35,35,3,32,34,42,41,34,29,25,28,34,37,29,31,38,25,43,42,42,38,35,36,32,0,38,40,34,28,34,38,31,21,33,0,34,39,32,41,34,32,42,36,1,33,34,24,39,28,41,37,26,24,35,29,44,35,43,33,25,31,39,41,32,20,36,20,5,34,26,22,25,28,39,27,33,41,30,24,34,31,3,38,29,30,33,26,29,29,31,27,22,35,30,22,27,42,27,30,28,0,37,37,42,24,39,31,20,25,31,28,34,36,32,38,28,39,30,35,31,28,31,30,32,42,26,36,32,37,32,21,38,0
30,36,29,23,31,27,37,48,27,4,41,37,35,34,0,45,4,2,29,41,39,34,25,23,37,33,36,39,36,2,33,35,40,44,35,35,37,33,38,30,34,30,44,31,27,35,31,28,35,33,24,30,37,37,22,37,28,45,32,34,0,28,39,43,32,33,35,3,32,34,42,41,34,29,25,28,34,37,29,31,38,25,43,42,42,38,35,36,32,0,38,40,34,28,34,38,31,21,33,0,34,39,28,41,34,32,42,36,1,33,34,24,39,28,41,37,26,24,35,29,44,35,43,33,25,31,39,41,32,20,36,20,5,34,26,22,25,28,39,27,33,41,30,8,34,31,3,38,29,30,33,26,29,29,31,27,22,35,30,22,27,42,27,30,28,0,37,37,42,24,39,31,20,25,31,28,34,36,32,38,28,39,30,35,31,28,31,30,32,42,26,36,32,37,32,21,38,0
30,36,29,23,31,27,37,48,27,4,41,37,35,34,0,45,4,2,29,41,39,34,25,23,37,33,36,39,36,2,33,35,40,44,35,35,37,33,38,30,34,30,9,31,27,35,31,28,35,33,24,30,37,37,22,37,28,45,32,34,0,28,39,43,32,33,35,3,32,34,6,41,34,29,25,5,34,37,29,31,38,25,43,42,42,38,35,36,32,0,38,40,34,28,34,38,31,21,33,0,34,39,28,41,34,32,42,36,1,33,34,24,39,28,41,37,26,24,35,29,44,35,43,33,25,31,39,41,32,20,36,20,5,34,26,22,25,28,39,27,33,41,30,8,34,2,3,38,29,30,33,26,29,29,31,27,22,35,30,22,27,42,27,30,28,0,37,37,42,24,39,31,20,25,31,28,34,36,32,38,28,39,30,35,31,28,13,30,32,42,26,36,32,37,32,21,38,0
0,6,0,23,31,24,36,2,27,4,6,37,35,34,0,45,4,0,29,41,38,0,25,0,1,33,36,37,36,2,2,35,40,3,35,0,0,0,35,27,34,1,9,0,27,0,31,28,35,33,1,29,37,37,22,2,28,45,32,30,0,28,0,43,1,33,35,3,32,34,0,41,34,29,25,5,1,37,29,31,38,25,43,42,42,38,35,36,32,0,38,1,34,0,34,38,31,21,0,0,34,0,28,41,34,32,42,36,1,31,34,22,39,28,0,37,26,0,0,27,3,35,43,33,0,31,3,37,0,20,36,20,5,34,0,22,25,28,39,27,31,41,28,8,2,0,3,38,26,3,33,26,29,29,31,27,0,0,29,21,27,41,0,30,28,0,37,37,0,0,37,31,20,2,31,0,1,36,32,38,28,39,0,34,0,28,13,30,28,42,0,3,4,37,0,21,0,0
0,6,0,23,31,24,36,2,27,4,6,37,35,34,0,45,4,0,29,1,38,0,25,0,1,33,36,37,36,2,2,35,40,3,35,0,0,0,35,27,34,1,9,0,27,0,31,28,35,33,1,29,37,37,22,2,28,45,32,30,0,28,0,43,1,33,35,3,32,34,0,41,34,29,25,5,1,37,29,31,38,25,43,42,42,38,35,36,32,0,38,0,34,0,34,38,31,21,0,0,34,0,2,41,34,32,42,36,1,31,34,22,0,28,0,37,26,0,0,27,3,35,43,33,0,31,3,37,0,20,34,20,5,34,0,22,25,28,39,27,31,41,28,8,2,0,3,38,26,3,33,26,29,29,31,27,0,0,29,21,27,41,0,30,28,0,37,37,0,0,37,31,20,2,31,0,1,36,32,38,28,39,0,34,0,28,13,30,28,42,0,3,3,37,0,21,0,0
0,6,0,23,0,0,36,2,0,3,6,37,0,3,0,45,4,0,29,1,1,0,0,0,1,33,0,0,0,2,2,35,40,3,35,0,0,0,0,27,34,1,0,0,27,0,31,2,0,33,1,29,0,2,0,2,1,45,32,0,0,0,0,1,1,33,35,3,32,34,0,41,34,29,1,5,1,3,0,31,38,1,43,1,42,2,2,0,0,0,38,0,0,0,34,1,31,21,0,0,3,0,2,41,0,32,42,36,1,1,1,22,0,28,0,1,26,0,0,27,3,35,43,33,0,1,3,37,0,20,34,0,5,0,0,22,25,28,39,0,2,41,28,0,2,0,3,38,26,3,33,0,29,29,0,0,0,0,2,21,0,41,0,30,28,0,37,37,0,0,37,0,20,2,1,0,1,36,32,38,0,2,0,34,0,0,13,30,28,2,0,3,3,37,0,0,0,0
0,6,0,23,0,0,36,2,0,3,6,4,0,3,0,45,4,0,29,1,1,0,0,0,1,33,0,0,0,2,2,35,40,3,35,0,0,0,0,27,34,1,0,0,27,0,31,2,0,33,1,29,0,2,0,2,1,45,32,0,0,0,0,1,1,0,35,3,32,0,0,41,1,29,1,5,1,3,0,31,38,1,43,1,42,2,2,0,0,0,38,0,0,0,34,1,31,21,0,0,3,0,2,41,0,32,42,36,1,1,1,22,0,28,0,1,26,0,0,27,3,35,43,33,0,1,3,37,0,20,34,0,5,0,0,22,25,28,39,0,2,41,28,0,2,0,3,38,26,3,33,0,29,29,0,0,0,0,2,21,0,41,0,30,28,0,37,37,0,0,37,0,0,2,1,0,1,36,32,38,0,2,0,34,0,0,13,30,28,2,0,3,3,37,0,0,0,0
0,6,0,23,0,0,13,2,0,3,6,4,0,3,0,44,4,0,29,1,1,0,0,0,1,33,0,0,0,2,2,35,40,3,35,0,0,0,0,27,34,1,0,0,27,0,31,2,0,33,1,29,0,2,0,2,1,45,32,0,0,0,0,1,1,0,35,3,32,0,0,41,1,29,1,5,1,3,0,31,38,1,43,1,42,2,2,0,0,0,38,0,0,0,34,1,31,21,0,0,3,0,2,38,0,32,42,36,1,1,1,22,0,28,0,1,26,0,0,27,3,35,43,33,0,1,3,36,0,20,34,0,5,0,0,21,25,28,39,0,2,41,28,0,2,0,3,38,5,3,33,0,29,29,0,0,0,0,2,21,0,41,0,30,28,0,37,37,0,0,37,0,0,2,1,0,1,36,32,38,0,2,0,2,0,0,10,30,28,2,0,3,3,37,0,0,0,0
